attraction,address,rating,types,place_id,lat,lng,reviews,reviews_count
Cabrillo College Theatre,"6500 Soquel Dr, Aptos, CA 95003, USA",5.0,"['point_of_interest', 'establishment']",ChIJo4ufWe0VjoARrbFgrj8j5o4,36.987406,-121.926848,,1
Soquel Vineyards,"8063 Glen Haven Rd, Soquel, CA 95073, USA",4.8,"['food', 'point_of_interest', 'establishment']",ChIJj9w1-Vo-joARLC8GJm-21PE,37.0295161,-121.9338667,,20
Mediterranean Bar,"265 Center Ave, Aptos, CA 95003, USA",4.0,"['bar', 'point_of_interest', 'establishment']",ChIJA9vDR9AVjoARYuZ_nGdu9EY,36.9741474,-121.9116704,,1
Route 66 Mother Road Museum,"681 N 1st Ave, Barstow, CA 92311, USA",4.0,"['museum', 'point_of_interest', 'establishment']",ChIJNYwybnl7xIARemzJcjfWL-o,34.9050413,-117.0250646,,172
Outlets at Barstow,"2796 Tanger Way, Barstow, CA 92311, USA",4.0,"['shopping_mall', 'point_of_interest', 'establishment']",ChIJVZsqUIF-xIARAUxKxnAhrLg,34.8465348,-117.0854289,,326
Rainbow Basin Natural Area,"Fossil Bed Rd, Barstow, CA 92311, USA",4.6,"['park', 'point_of_interest', 'establishment']",ChIJlxt6E61xxIARaFk7Fp1L-F8,35.0216054,-117.0346485,,96
Barstow Station,"1611 E Main St, Barstow, CA 92311, USA",3.6,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",ChIJc2cI_Lp8xIAR7i0tpY21PTg,34.891293,-116.9993715,,185
Western America Railroad Museum,"685 N 1st Ave, Barstow, CA 92311, USA",4.1,"['museum', 'point_of_interest', 'establishment']",ChIJNYwybnl7xIAR_nVJP_JZiBk,34.9048609,-117.0243592,,81
Skyline Drive-in,"Cricketers Arms Rd, Blacktown NSW 2148, Australia",4.4,"['movie_theater', 'electronics_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",ChIJVVCGitOZEmsR2m8B7wkTQYs,-33.8045269,150.9030428,,57
Barstow Harvey House,"685 N 1st Ave, Barstow, CA 92311, USA",4.7,"['transit_station', 'train_station', 'bus_station', 'point_of_interest', 'establishment']",ChIJ_fu3xXt7xIARwAKd1bUKFvs,34.9047063,-117.0247091,,50
Mojave River Valley Museum,"270 E Virginia Way, Barstow, CA 92311, USA",4.1,"['museum', 'point_of_interest', 'establishment']",ChIJSR2MiIV8xIARLjqsmKuk5eA,34.8879281,-117.0234103,,16
Desert Discovery Center,"7904 E Chaparral Rd A110, Scottsdale, AZ 85250, USA",1.0,"['point_of_interest', 'establishment']",ChIJ5_wQlq4LK4cRjfM6lvBYpDI,33.5099176,-111.9115732,,11
Treasure House Mall,"300 E Main St, Barstow, CA 92311, USA",4.4,"['furniture_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",ChIJq2EYiX17xIARdTUKiCNJJuc,34.8984052,-117.0244605,,6
Goldstone DSN Visitor Center,"681 N 1st Ave, Barstow, CA 92311, USA",5.0,"['museum', 'point_of_interest', 'establishment']",ChIJJ31fvnt7xIARCU7L_hXMVcU,34.9046343,-117.0247119,,3
Castle Mountains National Monument,"Barstow, CA 92311, USA",5.0,"['park', 'point_of_interest', 'establishment']",ChIJUSOAoyYGz4ARO1FWxnoAWns,35.3169022,-115.0886679,,1
Barstow Station Cinema 6,"1503 E Main St, Barstow, CA 92311, USA",4.2,"['movie_theater', 'electronics_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",ChIJ5Qpml6R8xIAReu2B3QeZLOo,34.894722,-117.002469,,2
Mollie's Pub,"Ulitsa Rubinshteyna, 36, Sankt-Peterburg, Leningradskaya oblast', Russia, 191002",4.5,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ3x7S1KgxlkYR_Z76fkQHlQI,59.9277468,30.3434197,,2
The 86ers Lounge,"1309 E Main St, Barstow, CA 92311, USA",4.2,"['night_club', 'bar', 'point_of_interest', 'establishment']",ChIJLRS_uaN8xIARyf5xTDZx4HQ,34.8963041,-117.0049206,,0
"Hooz On First, sports bar.","218 N 1st Ave, Barstow, CA 92311, USA",4.3,"['bar', 'point_of_interest', 'establishment']",ChIJU2UYY357xIARcJRmwSBbGDc,34.8999171,-117.0274495,,0
Johnson's Beach,"16215 First St, Guerneville, CA 95446, USA",4.1,"['natural_feature', 'point_of_interest', 'establishment']",ChIJrXxntlcfhIAR4ijjdtZg6ok,38.500246,-122.997504,,80
Guerneville 5 & 10,"16252 Main St, Guerneville, CA 95446, USA",4.3,"['store', 'point_of_interest', 'establishment']",ChIJk83UplcfhIARTL2jMHW2kRo,38.5021365,-122.9979282,,19
Sonoma Canopy Tours,"6250 Bohemian Hwy, Occidental, CA 95465, USA",4.9,"['travel_agency', 'point_of_interest', 'establishment']",ChIJQSc0pPcjhIARlMjMzyUfOlk,38.434024,-122.973912,,523
Pee Wee Golf & Arcade,"16155 Drake Rd, Guerneville, CA 95446, USA",4.7,"['point_of_interest', 'establishment']",ChIJk5_BXP4hhIARBeimmJfLchk,38.4993946,-122.9930245,,24
Porter-Bass Vineyard and Winery,"11750 Mays Canyon Rd, Guerneville, CA 95446, USA",5.0,"['food', 'point_of_interest', 'establishment']",ChIJ04dUkj4ihIARpeO5b587Gag,38.4866602,-122.9709777,,20
SUP Odyssey,"12600 River Rd, Guerneville, CA 95446, USA",5.0,"['store', 'point_of_interest', 'establishment']",ChIJ39XqU1U1hIAR9v9_SNy1Vbw,38.5063387,-122.9556062,,14
Main Street Bistro,"59 Main St, New Paltz, NY 12561, USA",4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJZcCxXXgi3YkRfe2DFAWRp08,41.747919,-74.086364,,25
Rainbow Cattle Company,"16220 Main St, Guerneville, CA 95446, USA",4.4,"['bar', 'point_of_interest', 'establishment']",ChIJMXfOrlcfhIARXybwI2r432o,38.5022253,-122.997761,,11
West Sonoma Inn Spa,"14100 Brookside Ln, Guerneville, CA 95446, USA",4.4,"['spa', 'lodging', 'point_of_interest', 'establishment']",ChIJZWZ5l1kfhIARMOA_9HXM3DU,38.5032498,-123.0017635,,9
Austin Creek SRA,"17000 Armstrong Woods Rd, Guerneville, CA 95446, USA",4.4,"['campground', 'park', 'lodging', 'point_of_interest', 'establishment']",ChIJX0tsJ8kdhIARBzJLLqaMpCc,38.5600107,-123.0085783,,3
River Riders,"408 Alstadts Hill Rd, Harpers Ferry, WV 25425, USA",4.4,"['campground', 'rv_park', 'travel_agency', 'park', 'lodging', 'point_of_interest', 'establishment']",ChIJL8L0bJUCtokRPD5YqhATVw8,39.316298,-77.769126,,3
Whitetail Winebar,"16230 Main St, Guerneville, CA 95446, USA",0.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJhcb5p1cfhIARtoGUaEPT81s,38.5022604,-122.9977309,,7
Northwood Golf Club,"19400 CA-116, Monte Rio, CA 95462, USA",4.6,"['point_of_interest', 'establishment']",ChIJ_f1lCIwhhIARrWQNGEfW84k,38.4781703,-122.9945037,,43
Cooprider Studio Art Gallery,"16216 Main St, Guerneville, CA 95446, USA",0.0,"['art_gallery', 'point_of_interest', 'establishment']",ChIJyRCNq1cfhIAR2KO41Rs_KUQ,38.5021787,-122.9975363,,2
Pegasus Theater Company,"Box 2814, 14060 Mill St, Guerneville, CA 95446, United States",5.0,"['point_of_interest', 'establishment']",ChIJ2Z34Q7cYhIARKpo5rs9-KRU,38.502573,-123.000974,,1
A Touch of Heaven,"6750 Hamilton Cleves Pike Rd, Miamitown, OH 45041, USA",4.2,"['beauty_salon', 'hair_care', 'spa', 'clothing_store', 'store', 'health', 'point_of_interest', 'establishment']",ChIJfQwfOUQzQIgRlqf9SOtvwpY,39.214466,-84.704523,,0
Bank Club Wine Collective,"16290 Main St, Guerneville, CA 95446, USA",5.0,"['bar', 'food', 'point_of_interest', 'establishment']",ChIJ4VzYClcfhIARorzePgQB5C8,38.5022363,-122.9986345,,0
The Bank Club Wine Collective,"16290 Main St, Guerneville, CA 95446, USA",5.0,"['bar', 'food', 'point_of_interest', 'establishment']",ChIJ4VzYClcfhIARorzePgQB5C8,38.5022363,-122.9986345,,0
Joshua Tree Excursions - Day Tours,"61325 Twentynine Palms Highway Suite E, Joshua Tree, CA 92252, USA",0.0,"['point_of_interest', 'establishment']",ChIJr2E6pyHa2oARKFikj2GC_9g,34.1345335,-116.3209359,,75
The Climbing Life Guides - Private Trips,"61117 Navajo Trail, Joshua Tree, CA 92252, USA",5.0,"['travel_agency', 'school', 'point_of_interest', 'establishment']",ChIJz3M9K3Nlw4ARUefaz7ND1Mg,34.111678,-116.330662,,60
Outdoor Desert Art Museum of Assemblage Sculpture,"62975 Blair Ln, Joshua Tree, CA 92252, USA",4.5,"['museum', 'point_of_interest', 'establishment']",ChIJvw8hF_DQ2oARwt0ZWV6D0Wc,34.1951559,-116.2886095,,78
Joshua Tree Adventures - Day Tours,"59920 Onaga Trail, Joshua Tree, CA 92252, USA",5.0,"['point_of_interest', 'establishment']",ChIJWzu_g6bZ2oARhjdYGVXC-bA,34.112975,-116.356944,,20
29 Trail Tours LLC,"61325 Twentynine Palms Highway e, Joshua Tree, CA 92252, USA",5.0,"['travel_agency', 'point_of_interest', 'establishment']",ChIJHy-bAU3H2oAR_upHBfnIDpI,34.1345414,-116.3211714,,27
World Famous Crochet Museum,"61855 CA-62, Joshua Tree, CA 92252, USA",4.4,"['museum', 'school', 'point_of_interest', 'establishment']",ChIJX9bcOSPa2oARB3cnZlB9cSk,34.1343219,-116.3139634,,24
Coyote Corner,"6535 Park Blvd, Joshua Tree, CA 92252, USA",4.7,"['store', 'point_of_interest', 'establishment']",ChIJ903EayPa2oAR2CxsnRMYM6I,34.1342625,-116.3148868,,11
California Climbing School,"HC 1 Box 7006, 66222 Foothill Drive, Joshua Tree, CA 92252, United States",5.0,"['school', 'point_of_interest', 'establishment']",ChIJpfrn88XE2oAR9eyId31QK48,34.125322,-116.21819,,5
Mojave Desert Excursion,"7500 W Lake Mead Blvd #9, Las Vegas, NV 89128, USA",0.0,"['travel_agency', 'point_of_interest', 'establishment']",ChIJ5Uug5iLAyIARHwBg0FsetOs,36.197247,-115.257543,,3
Carey's Castle,"Unnamed Rd, Co. Waterford, Ireland",4.6,"['point_of_interest', 'establishment']",ChIJtdKl5bIxQ0gRySuUF1_-ic4,52.3237873,-7.7278435,,3
Joshua Tree Art Gallery,"61607 Twentynine Palms Highway, Joshua Tree, CA 92252, USA",4.3,"['art_gallery', 'point_of_interest', 'establishment']",ChIJG1oofCHa2oARiVUPFXkKdTc,34.1345298,-116.3190251,,5
Instant Karma Yoga,"61738 Twentynine Palms Highway, Joshua Tree, CA 92252, USA",5.0,"['gym', 'health', 'school', 'point_of_interest', 'establishment']",ChIJ_bhRqyPa2oARlLTKUwSDX9M,34.1352283,-116.3165306,,4
Mission Well,"222 Glenarm Street, Suite B-2, Pasadena, CA 91106, United States",0.0,"['accounting', 'finance', 'point_of_interest', 'establishment']",ChIJ8yfjUGnDwoARAOGV98OZErs,34.127342,-118.145488,,2
Willow Hole Trail,"Twentynine Palms, CA 92277, USA",4.3,"['park', 'point_of_interest', 'establishment']",ChIJqZc3hjPC2oARRBZOiPX1MNQ,34.0684895,-116.1537429,,2
Desert Queen Mine,"Twentynine Palms, CA 92277, USA",4.5,"['point_of_interest', 'establishment']",ChIJxcaRDOzq2oARZPi9zwcK60w,34.0241129,-116.071372,,7
Stone Adventures - Day Tour,"61597 Twentynine Palms Highway, Joshua Tree, CA 92252, USA",5.0,"['school', 'point_of_interest', 'establishment']",ChIJSduJ8zPW2oARXYkAiglzX60,34.1349373,-116.3195648,,1
Farm Store at Kellogg Ranch,"4102 S University Dr, Pomona, CA 91768, USA",4.7,"['grocery_or_supermarket', 'store', 'health', 'food', 'point_of_interest', 'establishment']",ChIJtyyCygIsw4ARjz_VgbCruFM,34.0484376,-117.819167,,15
Innovation Brew Works,"3650 W Temple Ave, Pomona, CA 91768, USA",4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJsQIe6x0sw4ARTG74u0z4_2Y,34.0498917,-117.8150338,,15
Rail Giants Train Museum,"1101 W McKinley Ave, Pomona, CA 91768, USA",4.7,"['art_gallery', 'museum', 'point_of_interest', 'establishment']",ChIJC1nifkQuw4ARlwzodF6omXk,34.083449,-117.7701339,,5
Mountain Meadows Golf Course,"1875 Fairplex Dr, Pomona, CA 91768, USA",4.0,"['point_of_interest', 'establishment']",ChIJP9mSa10uw4AR58uUVe3Kqqs,34.0828268,-117.7783475,,2
Kellogg House at Cal Poly Pomona,"112, 3801 W Temple Ave, Pomona, CA 91768, USA",4.5,"['point_of_interest', 'establishment']",ChIJYazZFKguw4AR5MlYP35xMSA,34.0625961,-117.8244343,,1
Frank G. Bonelli Regional Park,"1100 S Valley Center Ave, San Dimas, CA 91773, USA",4.5,"['park', 'point_of_interest', 'establishment']",ChIJrdVT1NUow4ARFmbxmKwrLQY,34.0885232,-117.8362714,,21
La Verne Brewing Company,"2125 Wright Avenue, C-15, La Verne, CA 91750, United States",4.7,"['parking', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJQf5JJU4uw4ARoeEYSBznyX8,34.095304,-117.771948,,10
Puddingstone Hot Tub Resort,"1777 Camper View Rd, San Dimas, CA 91773, USA",4.7,"['lodging', 'point_of_interest', 'establishment']",ChIJowUYgfQuw4AR-rAxMMTXEAk,34.081727,-117.791041,,13
Edwards La Verne Stadium,"1950 Foothill Blvd, La Verne, CA 91750, USA",4.4,"['movie_theater', 'electronics_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",ChIJS-yNkLAvw4ARauyix117iHs,34.1129594,-117.7683895,,8
La Verne United Methodist Church,"3205 D St, La Verne, CA 91750, USA",4.7,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",ChIJ3_fRVbEvw4ARL8rO5vKMTq0,34.1089031,-117.7674579,,3
Los Angeles Hollywood Tours,"6660 Sunset Blvd, Los Angeles, CA 90028, USA",4.3,"['travel_agency', 'point_of_interest', 'establishment']",ChIJqS7ZGiW_woAR5ERtYa7kSPM,34.09751,-118.3359216,,2
Massage Envy Spa La Verne,"1369-A Foothill Blvd, La Verne, CA 91750, USA",4.5,"['beauty_salon', 'spa', 'health', 'point_of_interest', 'establishment']",ChIJSeQvK6Ivw4AR0ceEi0SYr7Y,34.118802,-117.77813,,3
Massage Envy Spa Diamond Bar,"1195 S Diamond Bar Blvd Ste B, Diamond Bar, CA 91765, USA",4.4,"['beauty_salon', 'spa', 'health', 'point_of_interest', 'establishment']",ChIJz8QomI0sw4AR9aQ2Hf3q55E,34.0013932,-117.8113568,,3
Swan Day Spa,"622 Arrow Hwy, San Dimas, CA 91773, USA",4.8,"['spa', 'point_of_interest', 'establishment']",ChIJfwuKazovw4ARy7gb8zIcx2Y,34.1040063,-117.8193412,,5
Lordsburg Cigar Lounge,"1249 Foothill Blvd, La Verne, CA 91750, USA",3.6,"['store', 'point_of_interest', 'establishment']",ChIJBVzDsqEvw4ARh6lzATgcIHo,34.118948,-117.7798074,,1
Buddhist Temple of Chino Hills,"2948 Chino Hills Pkwy, Chino Hills, CA 91709, USA",4.9,"['place_of_worship', 'point_of_interest', 'establishment']",ChIJY5CWg6nS3IARkSi3KhtXVw4,33.981256,-117.739889,,4
Chaparral 300,"4191 Chino Hills Pkwy, Chino Hills, CA 91709, USA",3.7,"['bowling_alley', 'bar', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJTRKm_kfN3IAR_3ffO7BjzZc,33.9816453,-117.7136948,,6
Horse Thief Canyon Park,"San Dimas, CA 91773, USA",0.0,['route'],ChIJ2Sj_ZmUvw4AR1HBXaM3cjxk,34.1267378,-117.7972843,,6
Mission San Miguel Arcangel,"775 Mission St, San Miguel, CA 93451, USA",4.5,"['museum', 'church', 'place_of_worship', 'point_of_interest', 'establishment']",ChIJuSYZiZrN7IARw3-zQu1jhN8,35.7449694,-120.6971835,,129
Graveyard Vineyards,"6990 Estrella Rd, San Miguel, CA 93451, USA",4.3,"['food', 'point_of_interest', 'establishment']",ChIJ1XJvHrXO7IARtmdrodRptlA,35.7175604,-120.6226348,,47
Villa San Juliette Winery,"6385 Cross Canyons Rd, San Miguel, CA 93451, USA",4.8,"['food', 'point_of_interest', 'establishment']",ChIJG-EMzg7M7IARMG9TI7FwAHw,35.7494969,-120.6152982,,38
Camp Roberts Historical Museum,"New Mexico Ave, San Miguel, CA 93451, USA",3.8,"['museum', 'point_of_interest', 'establishment']",ChIJu5josyMtk4ARgdGCMXgy46g,35.7952344,-120.7503074,,15
Ranchita Canyon Vineyard,"3439 Ranchita Canyon Rd, San Miguel, CA 93451, USA",5.0,"['food', 'point_of_interest', 'establishment']",ChIJRUxXyPTL7IARSKE5ON2xxtU,35.7548942,-120.6149249,,15
Four Sisters Ranch Vineyards & Winery,"2995 Pleasant Rd, San Miguel, CA 93451, USA",4.7,"['food', 'point_of_interest', 'establishment']",ChIJccpfl6vO7IARtD1F8QOE_x0,35.73077749999999,-120.6235954,,8
Tackitt Family Vineyards,"9564, 6640 Von Dollen Rd, San Miguel, CA 93451, United States",5.0,"['food', 'point_of_interest', 'establishment']",ChIJ2_AgXV3J7IARmYGr7McxhP0,35.733182,-120.597627,,8
Vino Vargas winery,"950 Indian Dune Rd, San Miguel, CA 93451, USA",5.0,"['food', 'point_of_interest', 'establishment']",ChIJ9SmTNJ3S7IARJmu_viv5VrY,35.759621,-120.7131096,,4
Rios-Caledonia Adobe,"San Miguel, CA 93451, USA",4.7,"['park', 'point_of_interest', 'establishment']",ChIJS7Lx7ZHN7IARt70GnZMr-E8,35.738534,-120.699665,,8
Silver Horse Winery,"6985 Ontario Rd, San Luis Obispo, CA 93405, USA",4.5,"['food', 'point_of_interest', 'establishment']",ChIJE9taga7O7IAR-hbc7zhToVo,35.186766,-120.70196,,5
Locatelli Vineyards & Winery,"8585 Cross Canyons Rd, San Miguel, CA 93451, USA",5.0,"['food', 'point_of_interest', 'establishment']",ChIJ1RIRAafN7IARmAcu1NT-Dm8,35.753765,-120.677229,,2
Riverstar Vineyards,"7450 Estrella Rd, San Miguel, CA 93451, USA",5.0,"['bar', 'lodging', 'food', 'point_of_interest', 'establishment']",ChIJraStv7bO7IARIa1yXww8ckA,35.718796,-120.641242,,2
The Ranch Restaurant & Honky Tonk,"1285 Mission St, San Miguel, CA 93451, USA",4.2,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",ChIJT3HoTJzN7IARijVOjHdIKaA,35.7512417,-120.6967546,,3
Conservation Ambassadors,"2445 Adobe Rd, Paso Robles, CA 93446, USA",5.0,"['park', 'point_of_interest', 'establishment']",ChIJFffIWSLP7IAREH-XnDIBujI,35.6829609,-120.6409701,,3
Contra Loma Regional Park,"1200 Frederickson Ln, Antioch, CA 94509, USA",4.5,"['park', 'point_of_interest', 'establishment']",ChIJOY9ViD1YhYARZUYH6Hh5ReU,37.9727433,-121.8216771,,29
Lone Tree Golf Course,"6262 S Mountain Blvd, Chandler, AZ 85249, USA",4.1,"['bar', 'health', 'restaurant', 'food', 'school', 'point_of_interest', 'establishment']",ChIJhb9PDZNUKocRGnsfo4L-47I,33.2151255,-111.783078,,29
El Campanil Theatre,"602 W 2nd St, Antioch, CA 94509, USA",4.6,"['point_of_interest', 'establishment']",ChIJu4yLDOFZhYAR0IqsozY3XyA,38.01699850000001,-121.8140602,,15
Prewett Family Park,"4701 Lone Tree Way, Antioch, CA 94531, USA",4.0,"['amusement_park', 'health', 'school', 'point_of_interest', 'establishment']",ChIJnZL5WXj4j4ARJkfrMy6Fw4Q,37.9655397,-121.7727429,,9
The Antioch Historical Museum,"1500 W 4th St, Antioch, CA 94509, USA",5.0,"['point_of_interest', 'establishment']",ChIJR6oPk-5ZhYARI-zvIzIAcs8,38.01632600000001,-121.8265751,,5
Antioch Speedway,"1201 W 10th St, Antioch, CA 94509, USA",4.2,"['point_of_interest', 'establishment']",ChIJ-y4KDttZhYARemaqNrvTIDI,38.0085639,-121.8219329,,5
The Red Caboose,"23 W 45th StBsmt B, New York, NY 10036, United States",3.4,"['store', 'point_of_interest', 'establishment']",ChIJ-WNltv9YwokR-y8ajZ8S3L4,40.75612770000001,-73.98070729999999,,2
ABC Rendezvous,"101 Walter Way, Antioch, CA 94509, USA",4.1,"['bar', 'point_of_interest', 'establishment']",ChIJPd9-Q3xXhYARDtjWc7aFT1w,38.0027186,-121.8069947,,2
Diablo West Park,"2000 Prewett Ranch Dr, Antioch, CA 94531, USA",3.5,"['park', 'point_of_interest', 'establishment']",ChIJbTS9KXX4j4ARoDexLicdIy0,37.9620154,-121.7873904,,1
Paradise Skate Roller Rink,"1201 W 10th St, Antioch, CA 94509, USA",4.4,"['point_of_interest', 'establishment']",ChIJ-y4KDttZhYARojrnYiwM9kE,38.0094795,-121.8228676,,2
Amc Deer Valley 16,"4204 Lone Tree Way, Antioch, CA 94509, USA",4.0,"['movie_theater', 'electronics_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",ChIJIauYat5XhYARjzyJGnJW9-c,37.96643419999999,-121.7853432,,4
Cruisers Saloon,"3270 Armstrong Avenue, Merville Access Road, Pasay, 1300 Metro Manila, Philippines",3.0,"['bar', 'point_of_interest', 'establishment']",ChIJYVuQgNvOlzMRh_GDQmNyL-0,14.5059809,121.025142,,1
Big Break Regional Shoreline,"69 Big Break Rd, Oakley, CA 94561, USA",4.6,"['park', 'point_of_interest', 'establishment']",ChIJCbfy8W9WhYARqPGzRkXbHlc,38.010852,-121.7290251,,3
Cinemark Jess Ranch,"18935 Bear Valley Rd, Apple Valley, CA 92308, USA",4.4,"['movie_theater', 'electronics_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",ChIJd_PSFNxgw4ARFUJL6LWcDpY,34.4674038,-117.250263,,71
Ashwood Golf Course,"10885 Apple Valley Rd, Apple Valley, CA 92308, USA",4.3,"['point_of_interest', 'establishment']",ChIJC-id05Fgw4ARzBFYQCJZ_6E,34.451327,-117.232152,,15
Sunset Hills Memorial Park,"24000 Waalew Rd, Apple Valley, CA 92307, USA",4.5,"['funeral_home', 'park', 'point_of_interest', 'establishment']",ChIJZ5Uiw8adxIAR68c5ky8JxRY,34.558324,-117.142602,,15
Apple Valley Golf Course,"20185 CA-18, Apple Valley, CA 92307, USA",4.0,"['point_of_interest', 'establishment']",ChIJJ8ahxdBjw4ARddZn0biav-Q,34.5278298,-117.2267907,,9
Apple Valley 14 Digiplex,"22311 Bear Valley Rd Bldg A, Apple Valley, CA 92308, United States",4.4,"['movie_theater', 'electronics_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",ChIJAV-HCB9gw4ARXd0QQ5tHRL8,34.4704658,-117.1766137,,4
UltraStar Cinemas Apple Valley,"22311 Bear Valley Rd, Apple Valley, CA 92308, USA",4.7,"['movie_theater', 'electronics_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",ChIJ0wzMyR9gw4ARnBVnJa8NI5c,34.4704701,-117.1766029,,4
All Saints Lunatic Asylum,"22521 Shawnee Rd, Apple Valley, CA 92308, USA",4.7,"['point_of_interest', 'establishment']",ChIJl8VO9CmexIARmsVnP_Ez8rs,34.4992209,-117.1723108,,7
Apple Valley Legacy Museum,"16000 Apple Valley Rd, Apple Valley, CA 92307, USA",5.0,"['point_of_interest', 'establishment']",ChIJQy9z_pJjw4ARaxsIKoSCwro,34.541652,-117.273895,,4
Victor Valley Museum,"11873 Apple Valley Rd, Apple Valley, CA 92308, USA",4.4,"['museum', 'point_of_interest', 'establishment']",ChIJy32c1edgw4ARa1K-fWhXGhY,34.46707720000001,-117.2413413,,4
Jess Ranch Lakes,"11495 Apple Valley Rd, Apple Valley, CA 92308, USA",3.9,"['food', 'point_of_interest', 'establishment']",ChIJt9yGZutgw4ARhlcSF6BIOPA,34.4636334,-117.2412648,,6
Cadillac Ranch,"13651 I-40 Frontage Rd, Amarillo, TX 79124, USA",4.3,"['museum', 'point_of_interest', 'establishment']",ChIJi8Roa9ZWAYcRUU3VPRPZ2FM,35.1872231,-101.987096,,2
Hesperia Zoo,"19038 Willow St, Hesperia, CA 92345, USA",4.4,"['point_of_interest', 'establishment']",ChIJA1TqIRlew4ARpFSGe4EsojQ,34.428501,-117.247321,,11
The Cocoon Art Gallery & Giftshop,"21972 CA-18, Apple Valley, CA 92307, USA",5.0,"['art_gallery', 'point_of_interest', 'establishment']",ChIJLcPQDtBhw4ARkBry18fuYNU,34.5009273,-117.1843472,,0
Gators 3 Apple Valley,"21041 Bear Valley Rd, Apple Valley, CA 92308, USA",4.3,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ1_nrdkRgw4AR0U1obkPyqRY,34.47088840000001,-117.204786,,0
Forest of Nisene Marks State Park,"Aptos Creek Rd, Aptos, CA 95003, USA",4.7,"['park', 'point_of_interest', 'establishment']",ChIJlT0SItkVjoAR22ryZOj-1-8,37.0175202,-121.905347,,138
Nicholson Vineyards,"2800 Pleasant Valley Rd, Aptos, CA 95003, USA",4.6,"['food', 'point_of_interest', 'establishment']",ChIJJWd-xrgXjoARzzQEBCYpRg8,37.0054749,-121.840061,,7
Pleasant Valley Vineyards,"600 Pleasant Valley Rd, Aptos, CA 95003, USA",5.0,"['food', 'point_of_interest', 'establishment']",ChIJPTLwinEXjoAR6S0YNfiQm40,36.982985,-121.827669,,3
Santa Cruz Massage Harbor,"124 Marina Ave, Aptos, CA 95003, USA",5.0,"['spa', 'health', 'point_of_interest', 'establishment']",ChIJ-emgW9AVjoARFP3GQ9xrjCA,36.9696381,-121.9050733,,1
Santa Cruz Mountain Naturals,"9077 Soquel Dr, Aptos, CA 95003, USA",4.5,"['store', 'point_of_interest', 'establishment']",ChIJvWJ-_mIWjoARUcRloWIgg54,36.975677,-121.888088,,1
Things To Do In Santa Cruz,"9032 Soquel Dr, Aptos, CA 95003, USA",5.0,"['travel_agency', 'point_of_interest', 'establishment']",ChIJ9VFIbXwWjoARv7yRfkJOE3U,36.97548889999999,-121.8946471,,1
Seabreeze Tavern,"101 Esplanade, Aptos, CA 95003, USA",3.2,"['cafe', 'food', 'point_of_interest', 'establishment']",ChIJp7Jm7dQVjoARhcN1FofOg24,36.969742,-121.9059973,,3
Aptos Landscaping,"5025 Freedom Blvd, Aptos, CA 95003, USA",4.5,"['store', 'general_contractor', 'point_of_interest', 'establishment']",ChIJIUuFZgoXjoAR2UkntWIuvZw,36.9861039,-121.8367963,,0
Wades Wines,"30961 Agoura Rd #321, Westlake Village, CA 91361, USA",4.7,"['liquor_store', 'store', 'food', 'point_of_interest', 'establishment']",ChIJBZN3dm4k6IARjfYm3K1ampo,34.145307,-118.795946,,28
Sherwood Country Club,"320 W Stafford Rd, Thousand Oaks, CA 91361, USA",4.8,"['point_of_interest', 'establishment']",ChIJKcNRExU76IARa-_zPvdk-fE,34.13204960000001,-118.8845288,,29
Bogies at the Westlake Village Inn,"4024, 32001 Agoura Rd, Westlake Village, CA 91361, United States",4.1,"['bar', 'night_club', 'point_of_interest', 'establishment']",ChIJjdMWtfQk6IARZFH4N18thfE,34.1488545,-118.8170071,,17
Westlake Golf Course,"4812 Lakeview Canyon Rd, Westlake Village, CA 91361, USA",4.4,"['store', 'health', 'school', 'point_of_interest', 'establishment']",ChIJZepKdmAk6IAR4J7_Lq7GJCA,34.1499752,-118.8175984,,24
Bernice Bennett Park,"31800 Village Center Rd, Westlake Village, CA 91361, USA",4.6,"['park', 'point_of_interest', 'establishment']",ChIJhZz6cYok6IARufFKjn-gUe4,34.145409,-118.813756,,8
